Year,Date,Geography Name,CBSA Code,Households,Median Household Income,Industrial Employment,Office Employment,Population,rent,Total Employment,Market Cap Rate,National index,Emp_house_perc,Ind_perc,Rent Burden,Office_perc,Emp_perc,Market Sale Price Index
2025,2025 Q4,Toledo - OH,45780,253491.5092,68700.50726,67235.13474,46146.82429,596212.0321,951.0168505,301963.0643,0.088,477.9795619,1.191215695,0.222660129,0.166115254,0.152822745,0.506469256,
2026,2026 Q1,Toledo - OH,45780,253506.6152,69230.21944,67556.47435,46138.56301,595772.9944,959.6282835,301961.6173,0.088,481.975247,1.191139005,0.223725369,0.16633689,0.152796118,0.506840055,
2026,2026 Q2,Toledo - OH,45780,253499.1626,69369.24196,67877.81397,46131.98178,595333.9568,971.7673702,301960.8394,0.088,487.6811943,1.191170954,0.224790122,0.168103443,0.152774717,0.507212525,
2026,2026 Q3,Toledo - OH,45780,253473.8534,69773.66341,68199.15359,46126.73892,594894.9192,978.8526792,301960.4212,0.087,497.2204814,1.191288242,0.225854611,0.168347648,0.152757566,0.507586149,
2026,2026 Q4,Toledo - OH,45780,253435.1464,70258.85187,68520.4932,46122.56227,594455.8816,979.20508,301960.1963,0.086,501.9042605,1.191469299,0.226918958,0.167245274,0.152743848,0.507960651,
2027,2027 Q1,Toledo - OH,45780,253387.1355,70677.33957,68841.83282,46119.235,594016.844,987.6302555,301960.0755,0.086,504.2727648,1.191694578,0.227983228,0.167685472,0.15273289,0.508335881,
2027,2027 Q2,Toledo - OH,45780,253333.4655,71446.31263,69163.17243,46116.58437,593577.8064,999.3420244,301960.0105,0.086,511.7980032,1.191946788,0.229047457,0.167847771,0.152724145,0.50871176,
2027,2027 Q3,Toledo - OH,45780,253277.2822,72005.18938,69484.51205,46114.47278,593138.7688,1006.345363,301959.9755,0.085,520.9392324,1.192211054,0.230111663,0.167712139,0.15271717,0.509088246,
2027,2027 Q4,Toledo - OH,45780,253221.2105,72572.16595,69805.85167,46112.79061,592699.7312,1007.075882,301959.9567,0.085,525.2414648,1.192474975,0.231175857,0.166522666,0.152711608,0.509465318,
2013,2013 Q1,Topeka - KS,45820,92626,48708,12361,19399,235040,622,109441,0.086,167.895,1.181536502,0.112946702,0.153239714,0.177255325,0.465627127,134.6
2013,2013 Q2,Topeka - KS,45820,92533,49207,12183,19717,234952,627,109103,0.087,170.847,1.17907125,0.111665124,0.152905074,0.180719137,0.464362934,135.6
2013,2013 Q3,Topeka - KS,45820,92447,49949,12390,20134,234882,627,109421,0.087,174.843,1.183607905,0.113232378,0.150633646,0.184004899,0.465855195,135.7
2013,2013 Q4,Topeka - KS,45820,92480,50369,12610,20410,234908,627,110122,0.088,179.585,1.190765571,0.114509362,0.149377593,0.185339896,0.468787781,137.1
2014,2014 Q1,Topeka - KS,45820,92518,51455,12787,20733,234947,631,109993,0.087,178.105,1.188882163,0.116252852,0.147157711,0.188493813,0.468160904,139.4
2014,2014 Q2,Topeka - KS,45820,92551,52565,13216,20992,234977,635,110930,0.086,177.846,1.198582403,0.119138195,0.144963379,0.189236455,0.472088758,142.7
2014,2014 Q3,Topeka - KS,45820,92587,53671,13062,21201,235011,638,111689,0.085,188.242,1.206314061,0.116949744,0.142646867,0.189821737,0.475250095,147.6
2014,2014 Q4,Topeka - KS,45820,92677,54388,12969,20987,235020,629,110818,0.081,197.586,1.195744359,0.117029724,0.138780613,0.189382591,0.471525828,150.7
2015,2015 Q1,Topeka - KS,45820,92761,53972,12932,21039,235013,629,111086,0.082,202.087,1.197550695,0.11641431,0.139850293,0.189393803,0.472680235,153.6
2015,2015 Q2,Topeka - KS,45820,92843,53193,13088,20957,235001,639,110871,0.082,207.296,1.194177267,0.1180471,0.144154306,0.189021475,0.471789482,154
2015,2015 Q3,Topeka - KS,45820,92925,52290,12993,21387,234988,644,111438,0.082,210.891,1.199225182,0.116593981,0.147791165,0.191918376,0.474228471,156
2015,2015 Q4,Topeka - KS,45820,92689,51674,13081,21711,234928,650,111283,0.081,214.388,1.200606329,0.117547155,0.150946317,0.195097185,0.473689811,157.8
2016,2016 Q1,Topeka - KS,45820,92455,52344,13199,21424,234869,656,111297,0.081,219.31,1.203796442,0.118592595,0.150389729,0.192493958,0.473868412,159
2016,2016 Q2,Topeka - KS,45820,92224,53554,13118,22181,234818,664,112337,0.082,224.233,1.218088567,0.116773636,0.148784405,0.197450528,0.478400293,161.7
2016,2016 Q3,Topeka - KS,45820,91983,55124,13191,22506,234739,660,113159,0.08,228.674,1.230216453,0.116570489,0.143676076,0.19888829,0.482063057,163.6
2016,2016 Q4,Topeka - KS,45820,93143,56548,13229,22807,234746,655,113159,0.08,230.972,1.214895376,0.1169063,0.138996958,0.201548264,0.482048682,166.1
2017,2017 Q1,Topeka - KS,45820,94330,57423,13109,22282,234746,663,112819,0.08,232.78,1.196003392,0.116194967,0.138550755,0.197502194,0.480600308,167.2
2017,2017 Q2,Topeka - KS,45820,95535,57613,12817,21917,234717,676,111302,0.08,237.067,1.165038991,0.115155163,0.140801555,0.196914701,0.474196586,168.6
2017,2017 Q3,Topeka - KS,45820,96769,57211,13061,21857,234685,670,111785,0.08,242.658,1.155173661,0.116840363,0.140532415,0.195527128,0.476319322,169.9
2017,2017 Q4,Topeka - KS,45820,96422,56834,13384,21688,234523,673,112002,0.079,248.088,1.161581382,0.119497866,0.14209804,0.193639399,0.477573628,172
2018,2018 Q1,Topeka - KS,45820,96069,55879,13500,21998,234344,693,112143,0.079,252.75,1.167317241,0.120382012,0.148821561,0.19616026,0.478540095,174.3
2018,2018 Q2,Topeka - KS,45820,95716,55218,13456,21579,234164,693,112088,0.079,257.333,1.171047683,0.120048533,0.150603064,0.192518378,0.478673067,176.3
2018,2018 Q3,Topeka - KS,45820,95363,54850,13526,21339,233976,690,112096,0.079,261.677,1.175466376,0.12066443,0.150957156,0.190363617,0.479091873,178.2
2018,2018 Q4,Topeka - KS,45820,95422,54618,13326,20950,233920,696,111722,0.078,264.098,1.170820146,0.119278208,0.152916621,0.18751902,0.477607729,180.9
2019,2019 Q1,Topeka - KS,45820,95478,55868,13368,20681,233855,703,111354,0.078,268.928,1.166279143,0.120049572,0.150998783,0.18572301,0.476166856,184.4
2019,2019 Q2,Topeka - KS,45820,95528,57127,13520,20743,233779,711,111558,0.077,275.507,1.167804204,0.121192564,0.149351445,0.185939153,0.477194273,185.1
2019,2019 Q3,Topeka - KS,45820,95582,58398,13607,20315,233713,718,111289,0.078,280.896,1.164330104,0.12226725,0.147539299,0.182542749,0.476178047,185.6
2019,2019 Q4,Topeka - KS,45820,95331,59567,13589,20200,233554,722,111715,0.077,286.641,1.171864346,0.121639887,0.145449662,0.180817258,0.478326211,185.8
2020,2020 Q1,Topeka - KS,45820,95075,59589,13632,19929,233378,724,111475,0.076,290.232,1.172495398,0.122287508,0.145798721,0.17877551,0.477658563,188.5
2020,2020 Q2,Topeka - KS,45820,94837,58833,12871,18723,233152,730,103302,0.076,296.687,1.089258412,0.124595845,0.148896028,0.181245281,0.443067184,189.7
2020,2020 Q3,Topeka - KS,45820,94946,58409,13366,19532,232765,737,107482,0.076,306.226,1.132032945,0.124355706,0.151415022,0.181723451,0.461761863,191
2020,2020 Q4,Topeka - KS,45820,95206,58119,13727,19962,232746,744,108216,0.075,312.208,1.136651051,0.126848156,0.153615857,0.184464405,0.464953211,192.8
2021,2021 Q1,Topeka - KS,45820,95446,57431,13701,20338,232674,749,108755,0.075,323.102,1.139440102,0.125980415,0.156500844,0.187007494,0.467413635,197.1
2021,2021 Q2,Topeka - KS,45820,95703,57839,13789,20062,232639,758,109275,0.074,343.6,1.141813736,0.126186227,0.15726413,0.183591855,0.469719179,202.1
2021,2021 Q3,Topeka - KS,45820,95995,57777,13536,20113,232688,774,109373,0.074,367.994,1.139361425,0.123759977,0.16075601,0.183893648,0.470041429,207.1
2021,2021 Q4,Topeka - KS,45820,96107,57474,13670,19116,232432,790,107311,0.074,386.256,1.116578397,0.127386754,0.164944149,0.178136445,0.461687719,214.5
2022,2022 Q1,Topeka - KS,45820,96217,58215,13905,19601,232173,797,108625,0.072,402.165,1.1289585,0.128009206,0.164287555,0.18044649,0.467862327,221.8
2022,2022 Q2,Topeka - KS,45820,96292,58726,13792,20468,231826,806,109097,0.072,419.555,1.132980933,0.126419608,0.164697068,0.187612858,0.470598639,228.3
2022,2022 Q3,Topeka - KS,45820,96382,59407,13742,20567,231515,823,109863,0.072,415.703,1.139870515,0.125083058,0.166243035,0.187205884,0.474539447,230.7
2022,2022 Q4,Topeka - KS,45820,96309,60224,13778,20762,231244,831,110551,0.071,408.117,1.147878184,0.124630261,0.165581828,0.187804724,0.478070782,232.1
2023,2023 Q1,Topeka - KS,45820,96238.12971,60308.40975,13778,20743.97858,231035.6883,839.9756616,110528.9864,0.071,415.1453299,1.148494747,0.124655083,0.167136026,0.187679081,0.47840655,
2023,2023 Q2,Topeka - KS,45820,96189.56664,59858.57189,13778,20727.8826,230886.8973,853.6691878,110515.3179,0.072,416.2812335,1.148932486,0.1246705,0.171137231,0.187556648,0.47865565,
2023,2023 Q3,Topeka - KS,45820,96132.25985,59654.76566,13778,20713.50634,230713.757,865.6654487,110506.831,0.073,416.7814935,1.149529109,0.124680075,0.174135046,0.187440959,0.478978074,
2023,2023 Q4,Topeka - KS,45820,96176.05561,59537.05758,13778,20700.66606,230513.5617,877.6617096,110501.5613,0.075,428.1130682,1.148950855,0.124686021,0.176897229,0.187333697,0.479371194,
2024,2024 Q1,Topeka - KS,45820,96218.84197,59436.36387,13778,20689.19766,230270.9658,889.6579705,110498.2894,0.077,438.5034891,1.148405937,0.124689713,0.179618923,0.187235457,0.479862014,
2024,2024 Q2,Topeka - KS,45820,96248.08119,60136.93346,13778,20678.95456,229988.1116,901.6542314,110496.2577,0.08,441.09807,1.148035954,0.124692006,0.179920228,0.187146198,0.480443345,
2024,2024 Q3,Topeka - KS,45820,96282.90164,60447.9273,13778,20669.80585,229721.7267,913.6504923,110494.9963,0.081,442.2577244,1.147607669,0.124693429,0.181376044,0.187065537,0.480994975,
2024,2024 Q4,Topeka - KS,45820,96255.39764,60569.15972,13778,20661.6346,229473.641,925.6467533,110494.213,0.082,449.5007219,1.147927448,0.124694313,0.183389717,0.186992912,0.481511569,
2025,2025 Q1,Topeka - KS,45820,96228.62223,61264.47863,13778,20654.33638,229254.234,937.6430142,110493.7267,0.082,454.8354113,1.148241803,0.124694862,0.183658074,0.186927684,0.481970277,
2025,2025 Q2,Topeka - KS,45820,96210.29659,61502.77507,13778,20647.81792,229062.0566,949.6392751,110493.4247,0.083,455.7428492,1.148457375,0.124695203,0.185287108,0.1868692,0.48237332,
2025,2025 Q3,Topeka - KS,45820,96188.58428,61983.73131,13778,20641.99589,228858.7398,961.635536,110493.2372,0.083,465.6431895,1.148714663,0.124695414,0.186171858,0.186816826,0.482801038,
2025,2025 Q4,Topeka - KS,45820,96205.4233,62611.20721,13778,20636.7959,228643.0459,973.6317969,110493.1208,0.083,477.9795619,1.148512391,0.124695546,0.186605275,0.186769961,0.483255987,
2026,2026 Q1,Topeka - KS,45820,96221.84817,62590.96567,13778,20632.15149,228407.9545,985.6280578,110493.0485,0.083,481.975247,1.148315592,0.124695627,0.188965557,0.18672805,0.483753067,
2026,2026 Q2,Topeka - KS,45820,96233.08023,62443.35067,13778,20628.00329,228154.4458,997.6243187,110493.0036,0.082,487.6811943,1.148181097,0.124695678,0.19171764,0.186690583,0.484290382,
2026,2026 Q3,Topeka - KS,45820,96246.42565,62337.89045,13778,20624.29829,227908.4714,1009.62058,110492.9758,0.082,497.2204814,1.148021602,0.124695709,0.19435125,0.186657099,0.484812939,
2026,2026 Q4,Topeka - KS,45820,96235.96998,62221.97776,13778,20620.98914,227670.8686,1021.61684,110492.9585,0.081,501.9042605,1.14814615,0.124695729,0.197026879,0.186627179,0.485318825,
2027,2027 Q1,Topeka - KS,45820,96225.78249,62369.66847,13778,20618.03355,227446.3857,1033.613101,110492.9477,0.081,504.2727648,1.148267594,0.124695741,0.198868417,0.186600448,0.485797773,
2027,2027 Q2,Topeka - KS,45820,96218.81258,63022.94204,13778,20615.39374,227234.3598,1045.609362,110492.941,0.08,511.7980032,1.148350703,0.124695749,0.199091187,0.186576568,0.486251028,
2027,2027 Q3,Topeka - KS,45820,96210.54423,63436.9924,13778,20613.03596,227017.2379,1057.605623,110492.9369,0.08,520.9392324,1.148449349,0.124695753,0.20006099,0.186555236,0.486716066,
2027,2027 Q4,Topeka - KS,45820,96216.98582,63746.54017,13778,20610.9301,226794.4536,1069.601884,110492.9343,0.079,525.2414648,1.148372435,0.124695756,0.201347753,0.186536182,0.487194164,
2013,2013 Q1,Trenton - NJ,45940,139173,68016,14759,58091,374726,1364,244090,0.065,167.895,1.753860303,0.060465402,0.240649259,0.237990086,0.65138261,137.5
2013,2013 Q2,Trenton - NJ,45940,139260,68862,14725,58930,375462,1377,246421,0.066,170.847,1.769503088,0.059755459,0.239958177,0.239143579,0.656314088,137.2
2013,2013 Q3,Trenton - NJ,45940,139356,70041,14885,58719,376227,1380,247677,0.066,174.843,1.777296995,0.060098435,0.236432946,0.237078937,0.658317984,138.8
2013,2013 Q4,Trenton - NJ,45940,139529,70857,14891,58198,376610,1384,247975,0.064,179.585,1.777229106,0.060050408,0.234387569,0.234693013,0.658439765,142.2
2014,2014 Q1,Trenton - NJ,45940,139710,72337,15211,58414,377014,1387,249412,0.064,178.105,1.785212225,0.060987442,0.230089719,0.234206855,0.661545725,146.5
2014,2014 Q2,Trenton - NJ,45940,139884,73310,15202,58931,377402,1397,250862,0.063,177.846,1.793357353,0.060599054,0.22867276,0.234914016,0.664707659,149.4
2014,2014 Q3,Trenton - NJ,45940,140061,74194,15202,60174,377798,1400,254092,0.063,188.242,1.814152405,0.059828723,0.226433404,0.236819735,0.672560469,152.3
2014,2014 Q4,Trenton - NJ,45940,139274,74961,14998,62144,378118,1409,256259,0.062,197.586,1.839962951,0.058526725,0.22555729,0.242504653,0.677722298,155.5
2015,2015 Q1,Trenton - NJ,45940,138487,74189,14840,62114,378412,1419,257625,0.061,202.087,1.860282915,0.057603105,0.229521897,0.241102377,0.680805577,158.3
2015,2015 Q2,Trenton - NJ,45940,137706,73386,15011,60953,378697,1438,257525,0.061,207.296,1.87010733,0.058289486,0.235140217,0.2366877,0.680029153,160.7
2015,2015 Q3,Trenton - NJ,45940,136935,72818,15039,62630,378981,1444,260885,0.061,210.891,1.905173988,0.057646089,0.237963141,0.240067463,0.688385434,162.7
2015,2015 Q4,Trenton - NJ,45940,137207,72417,15294,64784,379379,1455,263957,0.06,214.388,1.923786687,0.057941256,0.241103608,0.245433915,0.695760704,165
2016,2016 Q1,Trenton - NJ,45940,137480,73598,15496,63786,379779,1461,263994,0.06,219.31,1.920235671,0.058698304,0.238212995,0.241619128,0.695125323,168.5
2016,2016 Q2,Trenton - NJ,45940,137758,75043,15449,64225,380191,1488,264447,0.059,224.233,1.91964895,0.058420024,0.237943579,0.2428653,0.695563546,171.5
2016,2016 Q3,Trenton - NJ,45940,138020,76411,15447,63481,380558,1488,266265,0.059,228.674,1.929176931,0.058013633,0.233683632,0.238412859,0.699669958,174.6
2016,2016 Q4,Trenton - NJ,45940,138321,77650,15664,64306,381217,1488,266867,0.059,230.972,1.929331049,0.058695905,0.229954926,0.240966474,0.70003961,176.6
2017,2017 Q1,Trenton - NJ,45940,138619,78081,15310,64883,381868,1486,267229,0.059,232.78,1.927794891,0.057291686,0.228378223,0.242799247,0.69979417,179
2017,2017 Q2,Trenton - NJ,45940,138900,78586,15249,64453,382472,1512,268996,0.058,237.067,1.936616271,0.056688575,0.230880818,0.239605793,0.703309,181.1
2017,2017 Q3,Trenton - NJ,45940,139178,78970,15565,64833,383070,1510,270011,0.058,242.658,1.940040811,0.0576458,0.229454223,0.24011244,0.70486073,183
2017,2017 Q4,Trenton - NJ,45940,140478,79173,15692,63798,383636,1506,269631,0.058,248.088,1.919382394,0.058198056,0.228259634,0.236612259,0.702830287,185.6
2018,2018 Q1,Trenton - NJ,45940,141787,79529,15894,64181,384173,1529,271067,0.056,252.75,1.911790221,0.05863495,0.230708295,0.236771721,0.705585765,192.2
2018,2018 Q2,Trenton - NJ,45940,143116,80010,16138,69691,384709,1539,278585,0.055,257.333,1.946567819,0.05792846,0.230821147,0.250160633,0.724144743,198.3
2018,2018 Q3,Trenton - NJ,45940,144461,80225,16122,69521,385233,1553,276642,0.055,261.677,1.914994358,0.058277485,0.232296666,0.251303128,0.718116049,205.2
2018,2018 Q4,Trenton - NJ,45940,144055,80632,16085,70180,385539,1547,278157,0.054,264.098,1.930908334,0.057827055,0.230231174,0.252303555,0.721475648,209.4
2019,2019 Q1,Trenton - NJ,45940,143646,80349,16342,70263,385831,1552,279634,0.054,268.928,1.946688387,0.058440676,0.231788821,0.251267729,0.724757731,214.8
2019,2019 Q2,Trenton - NJ,45940,143232,79885,16911,70074,386104,1580,281777,0.053,275.507,1.967276866,0.060015544,0.237341178,0.248686018,0.729795599,219.4
2019,2019 Q3,Trenton - NJ,45940,142827,79602,16756,70300,386393,1587,281488,0.053,280.896,1.970831846,0.059526516,0.23924022,0.249744216,0.72850181,222.6
2019,2019 Q4,Trenton - NJ,45940,141654,79492,16682,70576,386755,1609,282371,0.053,286.641,1.993385291,0.059078305,0.242892367,0.249940681,0.730103037,225.7
2020,2020 Q1,Trenton - NJ,45940,140487,80646,16996,70899,387090,1612,283809,0.052,290.232,2.020179803,0.059885345,0.239863105,0.249812374,0.733186081,228.1
2020,2020 Q2,Trenton - NJ,45940,139361,80741,14961,65945,387340,1613,255053,0.051,296.687,1.830160518,0.058658396,0.239729505,0.258554104,0.658473176,231.4
2020,2020 Q3,Trenton - NJ,45940,140161,81424,15383,67387,386789,1627,262976,0.051,306.226,1.876242321,0.058495832,0.239781882,0.256247718,0.67989524,234.9
2020,2020 Q4,Trenton - NJ,45940,141095,82208,15785,69218,386574,1645,266522,0.05,312.208,1.888954251,0.05922588,0.240122616,0.259708392,0.689446264,240
2021,2021 Q1,Trenton - NJ,45940,142011,82431,15827,70136,386271,1664,270102,0.05,323.102,1.901979424,0.058596382,0.242238963,0.259664867,0.699255186,246.8
2021,2021 Q2,Trenton - NJ,45940,142963,84205,15628,70161,386030,1719,272237,0.048,343.6,1.904247952,0.057405863,0.244973576,0.257720295,0.705222392,258
2021,2021 Q3,Trenton - NJ,45940,143981,85777,15725,69833,385928,1786,273815,0.047,367.994,1.90174398,0.057429286,0.249857188,0.25503716,0.709497627,272.8
2021,2021 Q4,Trenton - NJ,45940,144321,87662,15798,71299,385966,1811,277420,0.045,386.256,1.922242778,0.056946147,0.247906733,0.257007426,0.718767974,284.1
2022,2022 Q1,Trenton - NJ,45940,144674,89924,16219,71431,386036,1857,280414,0.046,402.165,1.93824737,0.05783948,0.247809261,0.254734072,0.726393393,292.3
2022,2022 Q2,Trenton - NJ,45940,145033,91575,16240,70060,386115,1895,280774,0.045,419.555,1.935931822,0.057840113,0.248321048,0.249524529,0.727177136,295.3
2022,2022 Q3,Trenton - NJ,45940,145381,92955,15947,72038,386162,1905,282709,0.045,415.703,1.944607617,0.056407826,0.245925448,0.254813253,0.732099482,297.1
2022,2022 Q4,Trenton - NJ,45940,145478,93732,16044,72035,386260,1924,284199,0.046,408.117,1.953553115,0.056453401,0.246319293,0.253466761,0.735771242,296.4
2023,2023 Q1,Trenton - NJ,45940,145546.2513,94141.77157,16044,72392.53846,386358,1950.20339,284199,0.047,415.1453299,1.95263703,0.056453401,0.248587214,0.254724818,0.735584613,
2023,2023 Q2,Trenton - NJ,45940,145594.2745,94843.04072,16044,72750.07692,386456,1976.40678,284199,0.046,416.2812335,1.951992968,0.056453401,0.25006454,0.255982874,0.735398079,
2023,2023 Q3,Trenton - NJ,45940,145628.0646,95630.98967,16044,73107.61538,386554,2002.61017,284199,0.048,416.7814935,1.951540046,0.056453401,0.251292203,0.257240931,0.735211639,
2023,2023 Q4,Trenton - NJ,45940,145651.8401,96734.07621,16044,73465.15385,386652,2028.813561,284199,0.049,428.1130682,1.951221486,0.056453401,0.251677213,0.258498988,0.735025294,
2024,2024 Q1,Trenton - NJ,45940,145668.5691,98010.75091,16044,73822.69231,386750,2055.016951,284199,0.052,438.5034891,1.950997403,0.056453401,0.251607127,0.259757045,0.734839043,
2024,2024 Q2,Trenton - NJ,45940,145680.34,99043.62248,16044,74180.23077,386848,2081.220341,284199,0.053,441.09807,1.950839764,0.056453401,0.252158024,0.261015101,0.734652887,
2024,2024 Q3,Trenton - NJ,45940,145688.6222,99973.62481,16044,74537.76923,386946,2107.423731,284199,0.055,442.2577244,1.950728861,0.056453401,0.252957566,0.262273158,0.734466825,
2024,2024 Q4,Trenton - NJ,45940,145694.4498,100659.6229,16044,74895.30769,387044,2133.627121,284199,0.056,449.5007219,1.950650834,0.056453401,0.254357455,0.263531215,0.734280857,
